,study,notation,from_slug,to_slug,difflib,a,b,ab,nmi,cd,ncd
5621,movies,vega-lite,bar_count,scatter_colored,24,208,256,288,112,80,312
5622,movies,vega-lite,bar_count,box_faceted,41,208,268,296,116,88,328
5623,movies,vega-lite,bar_count,pie_count,8,208,228,252,68,44,192
5624,movies,vega-lite,bar_count,error_bar,39,208,276,300,116,92,333
5625,movies,vega-lite,bar_count,bar_count_ordered,4,208,220,224,20,16,72
5626,movies,vega-lite,bar_count,bar_time,18,208,260,284,100,76,292
5627,movies,vega-lite,bar_count,histogram_colored,17,208,252,268,76,60,238
5628,movies,vega-lite,bar_count,box,11,208,236,264,84,56,237
5629,movies,vega-lite,bar_count,ols_separate,52,208,316,348,172,140,443
5630,movies,vega-lite,bar_count,bar_budget_avg_colored,33,208,264,276,80,68,257
5631,movies,vega-lite,bar_count,bar_count_colored,16,208,240,248,48,40,166
5632,movies,vega-lite,bar_count,histogram_line,6,208,224,244,56,36,160
5633,movies,vega-lite,bar_count,bar_budget,9,208,236,248,52,40,169
5634,movies,vega-lite,bar_count,scatter_connected,43,208,296,324,144,116,391
5635,movies,vega-lite,bar_count,heatmap_count,18,208,240,256,64,48,200
5636,movies,vega-lite,bar_count,heatmap_budget_avg,23,208,256,276,88,68,265
5637,movies,vega-lite,bar_count,scatter_ols_global,65,208,308,348,180,140,454
5638,movies,vega-lite,bar_count,slope,26,208,264,284,96,76,287
5639,movies,vega-lite,bar_count,line,19,208,260,288,108,80,307
5640,movies,vega-lite,bar_count,dotplot,3,208,212,224,28,16,75
5641,movies,vega-lite,bar_count,area_colored,31,208,284,312,132,104,366
5642,movies,vega-lite,bar_count,histogram,5,208,220,240,52,32,145
5643,movies,vega-lite,bar_count,bar_count_100,20,208,252,260,60,52,206
5644,movies,vega-lite,bar_count,histogram_faceted,33,208,276,288,92,80,289
5645,movies,vega-lite,slope,scatter_ols_separate,54,264,320,360,136,96,300
5646,movies,vega-lite,slope,line_colored,7,264,284,304,60,40,140
5647,movies,vega-lite,slope,area_colored_stacked,12,264,300,324,84,60,200
5648,movies,vega-lite,slope,stripes,21,264,264,312,96,48,181
5649,movies,vega-lite,slope,bar_budget_avg,26,264,236,296,92,60,227
5650,movies,vega-lite,slope,box_colored,18,264,264,300,72,36,136
5651,movies,vega-lite,slope,dotplot_avg,36,264,240,304,104,64,242
5652,movies,vega-lite,slope,bubble_agg,31,264,280,320,96,56,200
5653,movies,vega-lite,slope,bar_count_horizontal,24,264,220,284,84,64,242
5654,movies,vega-lite,slope,scatter,19,264,232,296,96,64,242
5655,movies,vega-lite,slope,bubble,19,264,268,312,92,48,179
5656,movies,vega-lite,slope,histogram_mean,27,264,236,300,100,64,242
5657,movies,vega-lite,slope,scatter_colored_symbol,19,264,272,304,72,40,147
5658,movies,vega-lite,slope,bar_count_single,37,264,224,284,80,60,227
5659,movies,vega-lite,slope,scatter_colored_continuous,9,264,252,304,92,52,196
5660,movies,vega-lite,slope,scatter_colored,7,264,256,296,72,40,151
5661,movies,vega-lite,slope,box_faceted,46,264,268,316,100,52,194
5662,movies,vega-lite,slope,pie_count,37,264,228,288,84,60,227
5663,movies,vega-lite,slope,error_bar,55,264,276,344,148,80,289
5664,movies,vega-lite,slope,bar_count_ordered,24,264,220,288,92,68,257
5665,movies,vega-lite,slope,bar_time,20,264,260,312,100,52,196
5666,movies,vega-lite,slope,histogram_colored,19,264,252,304,92,52,196
5667,movies,vega-lite,slope,box,18,264,236,292,84,56,212
5668,movies,vega-lite,slope,ols_separate,34,264,316,344,108,80,253
5669,movies,vega-lite,slope,bar_budget_avg_colored,26,264,264,308,88,44,166
5670,movies,vega-lite,slope,bar_count_colored,10,264,240,280,56,40,151
5671,movies,vega-lite,slope,histogram_line,30,264,224,300,112,76,287
5672,movies,vega-lite,slope,bar_budget,26,264,236,296,92,60,227
5673,movies,vega-lite,slope,scatter_connected,22,264,296,348,136,84,283
5674,movies,vega-lite,slope,heatmap_count,12,264,240,284,64,44,166
5675,movies,vega-lite,slope,heatmap_budget_avg,16,264,256,300,80,44,166
5676,movies,vega-lite,slope,scatter_ols_global,48,264,308,352,132,88,285
5677,movies,vega-lite,slope,bar_count,26,264,208,280,88,72,272
5678,movies,vega-lite,slope,line,19,264,260,308,92,48,181
5679,movies,vega-lite,slope,dotplot,28,264,212,288,100,76,287
5680,movies,vega-lite,slope,area_colored,8,264,284,308,68,44,154
5681,movies,vega-lite,slope,histogram,31,264,220,304,124,84,318
5682,movies,vega-lite,slope,bar_count_100,8,264,252,292,68,40,151
5683,movies,vega-lite,slope,histogram_faceted,35,264,276,324,108,60,217
5684,movies,vega-lite,line,scatter_ols_separate,70,260,320,384,188,124,387
5685,movies,vega-lite,line,line_colored,12,260,284,292,40,32,112
5686,movies,vega-lite,line,area_colored_stacked,17,260,300,308,56,48,160
5687,movies,vega-lite,line,stripes,2,260,264,276,28,16,60
5688,movies,vega-lite,line,bar_budget_avg,20,260,236,312,128,76,292
5689,movies,vega-lite,line,box_colored,36,260,264,336,148,76,287
5690,movies,vega-lite,line,dotplot_avg,34,260,240,308,116,68,261
5691,movies,vega-lite,line,bubble_agg,34,260,280,336,132,76,271
5692,movies,vega-lite,line,bar_count_horizontal,31,260,220,300,120,80,307
5693,movies,vega-lite,line,scatter,11,260,232,292,92,60,230
5694,movies,vega-lite,line,bubble,29,260,268,328,128,68,253
5695,movies,vega-lite,line,histogram_mean,19,260,236,300,104,64,246
5696,movies,vega-lite,line,scatter_colored_symbol,35,260,272,332,132,72,264
5697,movies,vega-lite,line,bar_count_single,18,260,224,304,124,80,307
5698,movies,vega-lite,line,scatter_colored_continuous,17,260,252,312,112,60,230
5699,movies,vega-lite,line,scatter_colored,23,260,256,316,116,60,230
5700,movies,vega-lite,line,box_faceted,42,260,268,344,160,84,313
5701,movies,vega-lite,line,pie_count,18,260,228,308,128,80,307
5702,movies,vega-lite,line,error_bar,61,260,276,352,168,92,333
5703,movies,vega-lite,line,bar_count_ordered,17,260,220,296,112,76,292
5704,movies,vega-lite,line,bar_time,1,260,260,268,16,8,30
5705,movies,vega-lite,line,histogram_colored,28,260,252,328,144,76,292
5706,movies,vega-lite,line,box,12,260,236,308,120,72,276
5707,movies,vega-lite,line,ols_separate,50,260,316,368,160,108,341
5708,movies,vega-lite,line,bar_budget_avg_colored,31,260,264,340,156,80,303
5709,movies,vega-lite,line,bar_count_colored,21,260,240,312,124,72,276
5710,movies,vega-lite,line,histogram_line,22,260,224,296,108,72,276
5711,movies,vega-lite,line,bar_budget,13,260,236,308,120,72,276
5712,movies,vega-lite,line,scatter_connected,34,260,296,312,68,52,175
5713,movies,vega-lite,line,heatmap_count,15,260,240,316,132,76,292
5714,movies,vega-lite,line,heatmap_budget_avg,19,260,256,332,148,76,292
5715,movies,vega-lite,line,scatter_ols_global,64,260,308,372,176,112,363
5716,movies,vega-lite,line,bar_count,19,260,208,288,108,80,307
5717,movies,vega-lite,line,slope,19,260,264,312,100,52,196
5718,movies,vega-lite,line,dotplot,27,260,212,292,112,80,307
5719,movies,vega-lite,line,area_colored,13,260,284,296,48,36,126
5720,movies,vega-lite,line,histogram,23,260,220,304,128,84,323
5721,movies,vega-lite,line,bar_count_100,25,260,252,328,144,76,292
5722,movies,vega-lite,line,histogram_faceted,44,260,276,352,168,92,333
5723,movies,vega-lite,dotplot,scatter_ols_separate,72,212,320,356,180,144,450
5724,movies,vega-lite,dotplot,line_colored,33,212,284,316,136,104,366
5725,movies,vega-lite,dotplot,area_colored_stacked,37,212,300,328,144,116,386
5726,movies,vega-lite,dotplot,stripes,21,212,264,292,108,80,303
5727,movies,vega-lite,dotplot,bar_budget_avg,12,212,236,260,72,48,203
5728,movies,vega-lite,dotplot,box_colored,37,212,264,292,108,80,303
5729,movies,vega-lite,dotplot,dotplot_avg,9,212,240,252,52,40,166
5730,movies,vega-lite,dotplot,bubble_agg,47,212,280,308,124,96,342
5731,movies,vega-lite,dotplot,bar_count_horizontal,5,212,220,232,32,20,90
5732,movies,vega-lite,dotplot,scatter,19,212,232,264,84,52,224
5733,movies,vega-lite,dotplot,bubble,36,212,268,300,120,88,328
5734,movies,vega-lite,dotplot,histogram_mean,19,212,236,268,88,56,237
5735,movies,vega-lite,dotplot,scatter_colored_symbol,36,212,272,296,108,84,308
5736,movies,vega-lite,dotplot,bar_count_single,7,212,224,248,60,36,160
5737,movies,vega-lite,dotplot,scatter_colored_continuous,24,212,252,284,104,72,285
5738,movies,vega-lite,dotplot,scatter_colored,24,212,256,284,100,72,281
5739,movies,vega-lite,dotplot,box_faceted,40,212,268,296,112,84,313
5740,movies,vega-lite,dotplot,pie_count,8,212,228,256,72,44,192
5741,movies,vega-lite,dotplot,error_bar,37,212,276,296,104,84,304
5742,movies,vega-lite,dotplot,bar_count_ordered,7,212,220,236,40,24,109
5743,movies,vega-lite,dotplot,bar_time,27,212,260,292,112,80,307
5744,movies,vega-lite,dotplot,histogram_colored,20,212,252,280,96,68,269
5745,movies,vega-lite,dotplot,box,20,212,236,264,80,52,220
5746,movies,vega-lite,dotplot,ols_separate,53,212,316,348,168,136,430
5747,movies,vega-lite,dotplot,bar_budget_avg_colored,36,212,264,288,100,76,287
5748,movies,vega-lite,dotplot,bar_count_colored,19,212,240,260,68,48,200
5749,movies,vega-lite,dotplot,histogram_line,8,212,224,248,60,36,160
5750,movies,vega-lite,dotplot,bar_budget,12,212,236,260,72,48,203
5751,movies,vega-lite,dotplot,scatter_connected,44,212,296,324,140,112,378
5752,movies,vega-lite,dotplot,heatmap_count,19,212,240,260,68,48,200
5753,movies,vega-lite,dotplot,heatmap_budget_avg,32,212,256,280,92,68,265
5754,movies,vega-lite,dotplot,scatter_ols_global,66,212,308,348,176,136,441
5755,movies,vega-lite,dotplot,bar_count,3,212,208,224,28,16,75
5756,movies,vega-lite,dotplot,slope,29,212,264,288,100,76,287
5757,movies,vega-lite,dotplot,line,27,212,260,292,112,80,307
5758,movies,vega-lite,dotplot,area_colored,33,212,284,316,136,104,366
5759,movies,vega-lite,dotplot,histogram,8,212,220,248,64,36,163
5760,movies,vega-lite,dotplot,bar_count_100,23,212,252,272,80,60,238
5761,movies,vega-lite,dotplot,histogram_faceted,36,212,276,300,112,88,318
5762,movies,vega-lite,area_colored,scatter_ols_separate,58,284,320,384,164,100,312
5763,movies,vega-lite,area_colored,line_colored,1,284,284,292,16,8,28
5764,movies,vega-lite,area_colored,area_colored_stacked,4,284,300,304,24,20,66
5765,movies,vega-lite,area_colored,stripes,14,284,264,304,60,40,140
5766,movies,vega-lite,area_colored,bar_budget_avg,32,284,236,332,144,96,338
5767,movies,vega-lite,area_colored,box_colored,24,284,264,336,124,72,253
5768,movies,vega-lite,area_colored,dotplot_avg,40,284,240,336,148,96,338
5769,movies,vega-lite,area_colored,bubble_agg,29,284,280,344,124,64,225
5770,movies,vega-lite,area_colored,bar_count_horizontal,42,284,220,320,136,100,352
5771,movies,vega-lite,area_colored,scatter,23,284,232,320,124,88,309
5772,movies,vega-lite,area_colored,bubble,23,284,268,332,112,64,225
5773,movies,vega-lite,area_colored,histogram_mean,31,284,236,324,128,88,309
5774,movies,vega-lite,area_colored,scatter_colored_symbol,23,284,272,336,116,64,225
5775,movies,vega-lite,area_colored,bar_count_single,41,284,224,308,108,84,295
5776,movies,vega-lite,area_colored,scatter_colored_continuous,13,284,252,328,120,76,267
5777,movies,vega-lite,area_colored,scatter_colored,11,284,256,316,92,60,211
5778,movies,vega-lite,area_colored,box_faceted,50,284,268,344,136,76,267
5779,movies,vega-lite,area_colored,pie_count,41,284,228,308,104,80,281
5780,movies,vega-lite,area_colored,error_bar,59,284,276,376,192,100,352
5781,movies,vega-lite,area_colored,bar_count_ordered,29,284,220,320,136,100,352
5782,movies,vega-lite,area_colored,bar_time,13,284,260,296,48,36,126
5783,movies,vega-lite,area_colored,histogram_colored,23,284,252,328,120,76,267
5784,movies,vega-lite,area_colored,box,24,284,236,328,136,92,323
5785,movies,vega-lite,area_colored,ols_separate,39,284,316,372,144,88,278
5786,movies,vega-lite,area_colored,bar_budget_avg_colored,32,284,264,344,140,80,281
5787,movies,vega-lite,area_colored,bar_count_colored,16,284,240,316,108,76,267
5788,movies,vega-lite,area_colored,histogram_line,35,284,224,328,148,104,366
5789,movies,vega-lite,area_colored,bar_budget,24,284,236,328,136,92,323
5790,movies,vega-lite,area_colored,scatter_connected,26,284,296,336,92,52,175
5791,movies,vega-lite,area_colored,heatmap_count,25,284,240,320,116,80,281
5792,movies,vega-lite,area_colored,heatmap_budget_avg,29,284,256,336,132,80,281
5793,movies,vega-lite,area_colored,scatter_ols_global,52,284,308,376,160,92,298
5794,movies,vega-lite,area_colored,bar_count,31,284,208,312,132,104,366
5795,movies,vega-lite,area_colored,slope,8,284,264,316,84,52,183
5796,movies,vega-lite,area_colored,line,13,284,260,296,48,36,126
5797,movies,vega-lite,area_colored,dotplot,39,284,212,316,136,104,366
5798,movies,vega-lite,area_colored,histogram,35,284,220,328,152,108,380
5799,movies,vega-lite,area_colored,bar_count_100,14,284,252,328,120,76,267
5800,movies,vega-lite,area_colored,histogram_faceted,39,284,276,356,152,80,281
5801,movies,vega-lite,histogram,scatter_ols_separate,74,220,320,360,180,140,437
5802,movies,vega-lite,histogram,line_colored,35,220,284,328,152,108,380
5803,movies,vega-lite,histogram,area_colored_stacked,39,220,300,340,160,120,400
5804,movies,vega-lite,histogram,stripes,23,220,264,300,116,80,303
5805,movies,vega-lite,histogram,bar_budget_avg,14,220,236,260,64,40,169
5806,movies,vega-lite,histogram,box_colored,40,220,264,300,116,80,303
5807,movies,vega-lite,histogram,dotplot_avg,18,220,240,276,92,56,233
5808,movies,vega-lite,histogram,bubble_agg,50,220,280,316,132,96,342
5809,movies,vega-lite,histogram,bar_count_horizontal,11,220,220,252,64,32,145
5810,movies,vega-lite,histogram,scatter,15,220,232,272,92,52,224
5811,movies,vega-lite,histogram,bubble,39,220,268,308,128,88,328
5812,movies,vega-lite,histogram,histogram_mean,5,220,236,248,40,28,118
5813,movies,vega-lite,histogram,scatter_colored_symbol,39,220,272,308,124,88,323
5814,movies,vega-lite,histogram,bar_count_single,11,220,224,260,76,40,178
5815,movies,vega-lite,histogram,scatter_colored_continuous,27,220,252,288,104,68,269
5816,movies,vega-lite,histogram,scatter_colored,27,220,256,292,108,72,281
5817,movies,vega-lite,histogram,box_faceted,45,220,268,308,128,88,328
5818,movies,vega-lite,histogram,pie_count,12,220,228,268,88,48,210
5819,movies,vega-lite,histogram,error_bar,43,220,276,316,136,96,347
5820,movies,vega-lite,histogram,bar_count_ordered,9,220,220,248,56,28,127
5821,movies,vega-lite,histogram,bar_time,22,220,260,296,112,76,292
5822,movies,vega-lite,histogram,histogram_colored,12,220,252,256,40,36,142
5823,movies,vega-lite,histogram,box,16,220,236,272,88,52,220
5824,movies,vega-lite,histogram,ols_separate,55,220,316,352,168,132,417
5825,movies,vega-lite,histogram,bar_budget_avg_colored,38,220,264,284,84,64,242
5826,movies,vega-lite,histogram,bar_count_colored,21,220,240,268,76,48,200
5827,movies,vega-lite,histogram,histogram_line,1,220,224,228,12,8,35
5828,movies,vega-lite,histogram,bar_budget,14,220,236,260,64,40,169
5829,movies,vega-lite,histogram,scatter_connected,46,220,296,324,132,104,351
5830,movies,vega-lite,histogram,heatmap_count,23,220,240,280,100,60,250
5831,movies,vega-lite,histogram,heatmap_budget_avg,21,220,256,284,92,64,250
5832,movies,vega-lite,histogram,scatter_ols_global,68,220,308,348,168,128,415
5833,movies,vega-lite,histogram,bar_count,5,220,208,240,52,32,145
5834,movies,vega-lite,histogram,slope,31,220,264,308,132,88,333
5835,movies,vega-lite,histogram,line,23,220,260,304,128,84,323
5836,movies,vega-lite,histogram,dotplot,8,220,212,248,64,36,163
5837,movies,vega-lite,histogram,area_colored,35,220,284,328,152,108,380
5838,movies,vega-lite,histogram,bar_count_100,25,220,252,284,96,64,253
5839,movies,vega-lite,histogram,histogram_faceted,28,220,276,284,72,64,231
5840,movies,vega-lite,bar_count_100,scatter_ols_separate,54,252,320,376,180,124,387
5841,movies,vega-lite,bar_count_100,line_colored,14,252,284,324,112,72,253
5842,movies,vega-lite,bar_count_100,area_colored_stacked,16,252,300,328,104,76,253
5843,movies,vega-lite,bar_count_100,stripes,18,252,264,320,124,68,257
5844,movies,vega-lite,bar_count_100,bar_budget_avg,14,252,236,276,64,40,158
5845,movies,vega-lite,bar_count_100,box_colored,17,252,264,300,84,48,181
5846,movies,vega-lite,bar_count_100,dotplot_avg,32,252,240,300,108,60,238
5847,movies,vega-lite,bar_count_100,bubble_agg,36,252,280,332,132,80,285
5848,movies,vega-lite,bar_count_100,bar_count_horizontal,18,252,220,260,48,40,158
5849,movies,vega-lite,bar_count_100,scatter,17,252,232,304,124,72,285
5850,movies,vega-lite,bar_count_100,bubble,19,252,268,324,128,72,268
5851,movies,vega-lite,bar_count_100,histogram_mean,30,252,236,304,120,68,269
5852,movies,vega-lite,bar_count_100,scatter_colored_symbol,19,252,272,316,108,64,235
5853,movies,vega-lite,bar_count_100,bar_count_single,32,252,224,264,52,40,158
5854,movies,vega-lite,bar_count_100,scatter_colored_continuous,9,252,252,316,128,64,253
5855,movies,vega-lite,bar_count_100,scatter_colored,7,252,256,308,108,56,218
5856,movies,vega-lite,bar_count_100,box_faceted,44,252,268,312,104,60,223
5857,movies,vega-lite,bar_count_100,pie_count,33,252,228,272,64,44,174
5858,movies,vega-lite,bar_count_100,error_bar,52,252,276,340,152,88,318
5859,movies,vega-lite,bar_count_100,bar_count_ordered,18,252,220,264,56,44,174
5860,movies,vega-lite,bar_count_100,bar_time,24,252,260,320,128,68,261
5861,movies,vega-lite,bar_count_100,histogram_colored,13,252,252,284,64,32,126
5862,movies,vega-lite,bar_count_100,box,15,252,236,288,88,52,206
5863,movies,vega-lite,bar_count_100,ols_separate,35,252,316,364,160,112,354
5864,movies,vega-lite,bar_count_100,bar_budget_avg_colored,15,252,264,288,60,36,136
5865,movies,vega-lite,bar_count_100,bar_count_colored,4,252,240,256,20,16,63
5866,movies,vega-lite,bar_count_100,histogram_line,26,252,224,288,100,64,253
5867,movies,vega-lite,bar_count_100,bar_budget,14,252,236,276,64,40,158
5868,movies,vega-lite,bar_count_100,scatter_connected,29,252,296,360,172,108,364
5869,movies,vega-lite,bar_count_100,heatmap_count,7,252,240,272,52,32,126
5870,movies,vega-lite,bar_count_100,heatmap_budget_avg,6,252,256,292,76,40,156
5871,movies,vega-lite,bar_count_100,scatter_ols_global,48,252,308,364,168,112,363
5872,movies,vega-lite,bar_count_100,bar_count,20,252,208,260,60,52,206
5873,movies,vega-lite,bar_count_100,slope,8,252,264,296,76,44,166
5874,movies,vega-lite,bar_count_100,line,25,252,260,328,144,76,292
5875,movies,vega-lite,bar_count_100,dotplot,23,252,212,272,80,60,238
5876,movies,vega-lite,bar_count_100,area_colored,14,252,284,324,112,72,253
5877,movies,vega-lite,bar_count_100,histogram,25,252,220,280,88,60,238
5878,movies,vega-lite,bar_count_100,histogram_faceted,29,252,276,300,72,48,173
5879,movies,vega-lite,histogram_faceted,scatter_ols_separate,53,276,320,388,180,112,350
5880,movies,vega-lite,histogram_faceted,line_colored,39,276,284,356,152,80,281
5881,movies,vega-lite,histogram_faceted,area_colored_stacked,43,276,300,368,160,92,306
5882,movies,vega-lite,histogram_faceted,stripes,33,276,264,348,156,84,304
5883,movies,vega-lite,histogram_faceted,bar_budget_avg,35,276,236,292,72,56,202
5884,movies,vega-lite,histogram_faceted,box_colored,22,276,264,316,92,52,188
5885,movies,vega-lite,histogram_faceted,dotplot_avg,44,276,240,320,124,80,289
5886,movies,vega-lite,histogram_faceted,bubble_agg,27,276,280,344,132,68,242
5887,movies,vega-lite,histogram_faceted,bar_count_horizontal,38,276,220,288,80,68,246
5888,movies,vega-lite,histogram_faceted,scatter,35,276,232,320,132,88,318
5889,movies,vega-lite,histogram_faceted,bubble,22,276,268,336,128,68,246
5890,movies,vega-lite,histogram_faceted,histogram_mean,33,276,236,304,96,68,246
5891,movies,vega-lite,histogram_faceted,scatter_colored_symbol,20,276,272,328,108,56,202
5892,movies,vega-lite,histogram_faceted,bar_count_single,31,276,224,288,76,64,231
5893,movies,vega-lite,histogram_faceted,scatter_colored_continuous,33,276,252,332,136,80,289
5894,movies,vega-lite,histogram_faceted,scatter_colored,31,276,256,324,116,68,246
5895,movies,vega-lite,histogram_faceted,box_faceted,24,276,268,308,72,40,144
5896,movies,vega-lite,histogram_faceted,pie_count,32,276,228,296,88,68,246
5897,movies,vega-lite,histogram_faceted,error_bar,71,276,276,356,160,80,289
5898,movies,vega-lite,histogram_faceted,bar_count_ordered,37,276,220,292,88,72,260
5899,movies,vega-lite,histogram_faceted,bar_time,43,276,260,348,160,88,318
5900,movies,vega-lite,histogram_faceted,histogram_colored,16,276,252,280,32,28,101
5901,movies,vega-lite,histogram_faceted,box,43,276,236,308,104,72,260
5902,movies,vega-lite,histogram_faceted,ols_separate,59,276,316,380,168,104,329
5903,movies,vega-lite,histogram_faceted,bar_budget_avg_colored,20,276,264,304,68,40,144
5904,movies,vega-lite,histogram_faceted,bar_count_colored,25,276,240,288,60,48,173
5905,movies,vega-lite,histogram_faceted,histogram_line,29,276,224,288,76,64,231
5906,movies,vega-lite,histogram_faceted,bar_budget,35,276,236,292,72,56,202
5907,movies,vega-lite,histogram_faceted,scatter_connected,47,276,296,372,172,96,324
5908,movies,vega-lite,histogram_faceted,heatmap_count,28,276,240,300,84,60,217
5909,movies,vega-lite,histogram_faceted,heatmap_budget_avg,39,276,256,304,76,48,173
5910,movies,vega-lite,histogram_faceted,scatter_ols_global,47,276,308,380,176,104,337
5911,movies,vega-lite,histogram_faceted,bar_count,33,276,208,288,92,80,289
5912,movies,vega-lite,histogram_faceted,slope,35,276,264,328,116,64,231
5913,movies,vega-lite,histogram_faceted,line,44,276,260,352,168,92,333
5914,movies,vega-lite,histogram_faceted,dotplot,36,276,212,296,104,84,304
5915,movies,vega-lite,histogram_faceted,area_colored,39,276,284,356,152,80,281
5916,movies,vega-lite,histogram_faceted,histogram,28,276,220,280,64,60,217
5917,movies,vega-lite,histogram_faceted,bar_count_100,29,276,252,304,80,52,188
